"Date","Time","R_or_D","screen_name","text","hashtags"
"2/18/16",15:24:48,"R","SenatorWicker","And we're off! Riding the @Amtrak #GulfCoast inspection train. Next stop: Bay St. Louis #yallaboard https://t.co/I640F21oti","GulfCoast yallaboard"
"11/30/15",22:18:22,"R","SenatorWicker","Good news! The House just passed my #RuralWater bill. It's now headed to @POTUS’s desk to be signed. #S611","RuralWater S611"
"11/30/15",20:07:29,"R","SenatorWicker","View from the center of the dome in the Mississippi State Capitol building in #Jackson. #MississippiMonday https://t.co/S7rYiymye8","Jackson MississippiMonday"
"11/30/15",19:50:26,"R","SenatorWicker","In this week’s #WickerReport: @POTUS’s #climate promises would have minimal enviro impact, GDP could lose $154B: https://t.co/Zon4jbdCoi","WickerReport climate"
"10/29/15",21:07:30,"R","SenatorWicker","Thanks to @SenJeffMerkley, a quarter of the U.S. #Senate has now cosponsored my #EUREKA bill! #EndAlz","Senate EUREKA EndAlz"
"10/29/15",16:11:36,"R","SenatorWicker","My #RuralWater Bill was passed by #SubEnvEcon. Proposal would help small communities supply safe drinking water: https://t.co/z2SyzayHDz","RuralWater SubEnvEcon"
"9/29/15",21:10:22,"R","SenatorWicker","Honored to receive the @AmericanCancer Society’s Advocacy Award. Impt that screenings remain affordable for seniors: http://t.co/KINWu8nVZb",
"9/29/15",20:58:24,"R","SenatorWicker","The cost of power is going to explode under @POTUS’s #CleanPowerPlan regs. Questioned @EPA’s Janet McCabe this AM: http://t.co/KINWu8nVZb","CleanPowerPlan"
"9/29/15",16:31:25,"R","SenatorWicker","Congrats to #Jackson’s Casey Elementary School for being recognized as a 2015 @NatlBlueRibbon School! http://t.co/5pshqF5Xhh #education","Jackson education"
"7/14/15",19:17:56,"R","SenatorWicker","It’s time to consider new innovative ways to help find &amp; fund a cure for #Alzheimer’s: http://t.co/oO5tq0Nh9d #EUREKA #EndALZ","Alzheimer EUREKA EndALZ"
"7/14/15",15:04:46,"R","SenatorWicker","Skeptical that the Iranian regime will live up to its obligations in the #IranDeal. Ready to review the agreement: http://t.co/aaHNuZFJT6","IranDeal"
"7/14/15",13:11:17,"R","SenatorWicker","ICYMI: Spoke on the Senate floor last night w/ @SenatorShaheen ab the 20-yr anniversary of the #Srebrenica massacre: http://t.co/gTWdVtL7Wm","Srebrenica"
"6/15/15",18:54:41,"R","SenatorWicker","Congrats to my hometown, #Tupelo, for receiving its 5th @AllAmericaCity Award. A well-deserved honor! http://t.co/fSEqhuGhFZ #AAC15","Tupelo AAC15"
"6/15/15",15:25:25,"R","SenatorWicker","In this week’s #WickerReport: Our troops deserve a #defense bill that presents real solutions to current challenges: http://t.co/2DH3ypevxW","WickerReport defense"
"6/9/15",22:50:44,"R","SenatorWicker","Excited to welcome Rep. Trent Kelly to MS’s congressional delegation. Confident that he’ll be a great Rep for #MS01: http://t.co/5WwKiV8RR4","MS01"
"6/9/15",20:34:46,"R","SenatorWicker","I am speaking on the @SenateFloor now about #NDAA. Watch here: http://t.co/rWm2IZMPKA.","NDAA"
"6/9/15",20:01:34,"R","SenatorWicker","Despite #Obamacare’s goal of providing affordable health-care, insurance premiums are rising: http://t.co/HjqzZETJYJ","Obamacare"
"6/9/15",19:03:04,"R","SenatorWicker","#Obamacare has been problematic from the start, with higher costs, lower quality, and people losing their coverage.","Obamacare"
"6/9/15",17:09:17,"R","SenatorWicker","Would take more than a “one-sentence provision” to fix #Obamacare. Needs to be replaced. http://t.co/xrLdHM0Tte","Obamacare"
"6/9/15",16:24:55,"R","SenatorWicker","#Obamacare is broken. Americans deserve a market-driven health-care system that puts patients first.","Obamacare"
"6/9/15",16:20:44,"R","SenatorWicker","#Obamacare rates are set to skyrocket, with the average premiums in MS hiking 24.7% for 2016: http://t.co/Hl5X4vNIHH","Obamacare"
"6/9/15",16:13:29,"R","SenatorWicker","Americans are being forced to pay higher premiums as a result of #Obamacare: http://t.co/Lek2ni3K7I","Obamacare"
"6/9/15",16:05:56,"R","SenatorWicker","Hospitals are struggling to provide high-quality care due to Obamacare cuts, rising costs: http://t.co/HjqzZETJYJ",
"6/9/15",15:59:08,"R","SenatorWicker","Americans do not want a one-size-fits-all approach to #healthcare. 54% of Americans oppose #Obamacare: http://t.co/mUlgMg344Y","healthcare Obamacare"
"5/21/14",22:05:10,"R","SenatorWicker","This bill that would enhance Mississippi’s vast waterway infrastructure and improve storm protection projects: http://t.co/wMl8yK5z9f #WRDA","WRDA"
"5/21/14",21:01:56,"R","SenatorWicker","On the @SenateFloor right now talking about how the #WRDA bill would benefit #Mississippi. Watch here: http://t.co/ePcJjAtjA6","WRDA Mississippi"
"5/21/14",17:55:21,"R","SenatorWicker","ER visits rise under #Obamacare. Yet another failure of this disastrous law: http://t.co/gkiXUxSRfM See my record: http://t.co/ZDxnOq39wE","Obamacare"
"4/1/14",16:51:03,"R","SenatorWicker","Listen to my interview with @MPBOnline on #Obamacare: http://t.co/SfNMUEhlnW","Obamacare"
"2/18/14",17:03:04,"R","SenatorWicker","ICYMI: Here's my interview with @BillHemmer this morning on @FoxNews on how #Obamacare is killing American jobs: http://t.co/MrauSwzC4O","Obamacare"
"2/18/14",16:55:06,"R","SenatorWicker","ICYMI: I was on @Morning_Joe this morning talking about military pensions and some insights from working w/ @JoeNBC http://t.co/7KHmX7YDf2",
"2/18/14",16:02:43,"R","SenatorWicker","This week's #WickerReport: GOP's Strategies to Lower Costs, Increase Choice Would Replace President’s Disastrous Law http://t.co/7H9pbKeIGd","WickerReport"
"2/18/14",13:34:00,"R","SenatorWicker","Looking fwd to joining @BillHemmer on @AmericaNewsroom at approx 8:08am CT.",
"2/18/14",12:24:28,"R","SenatorWicker","Visiting with the @Morning_Joe crew this morning in the studio at approx. 6:40am CT. Tune in!",
"9/21/16",18:23:10,"R","SenThadCochran","The scheduled Agriculture, FDA Appropriations hearing will now begin after the Senate vote this afternoon. https://t.co/oLAWRLJKIJ",
"9/21/16",17:09:42,"R","SenThadCochran","2:30 pm Webcast: @JerryMoran chairs Ag Approps hearing on the @US_FDA Role in the Generic Drug Marketplace: https://t.co/Re17kGHnnj",
"9/21/16",15:02:51,"R","SenThadCochran","#Obamacare is resulting in fewer choices, higher costs &amp; bigger IRS tax penalties. Relief options are available. https://t.co/bTmqmBbpxt https://t.co/INuLP1mLpo","Obamacare"
"9/21/16",13:27:34,"R","SenThadCochran","10:30 am Webcast: @SenatorCollins chairs hrg on 'Housing Vulnerable Families &amp; Individuals: Is There a Better Way?' https://t.co/WIqjrrJZbd",
"7/15/16",18:22:39,"R","SenThadCochran","Kudos to @NGulfInst @msstate @SouthernMiss on new @NOAA pact for Gulf of Mexico research: https://t.co/V6RiVPxd9Z https://t.co/dWG0IW0uI6",
"7/15/16",15:45:39,"R","SenThadCochran","Senate already moving to fund programs to combat #opioidepidemic, which affects Miss., U.S. https://t.co/kXeHt1fsOh https://t.co/uf6ZFuDqfn","opioidepidemic"
"6/10/16",12:49:50,"R","SenThadCochran","Good morning.  Senate FY2017 Labor, HHS, Education Appropriations Bill (S.3040) and Report available here:  https://t.co/zy0i4MSrrm",
"2/23/16",22:40:07,"R","SenThadCochran","Congratulations, @ronagnew, on this well-deserved honor. https://t.co/Y6Ig9BIlxb",
"2/23/16",20:27:36,"R","SenThadCochran","Bipartisan prohibitions on transferring #GITMO terrorist detainees to the US won't be set aside any time soon. https://t.co/pdwuJ35tIX","GITMO"
"2/18/16",20:53:03,"R","SenThadCochran",".@NatlParkService awards $670,000 grant to help save historic Miss. battlefield. @VisitVicksburg @CivilWarTrust https://t.co/dZGAilnCGU",
"11/25/15",19:06:19,"R","SenThadCochran","Thanks @USDA for at last issuing final inspection rule to ensure safe &amp; nutritious #catfish for American families. https://t.co/ebgsxRcQha","catfish"
"9/29/15",17:28:31,"R","SenThadCochran","Congrats to Casey Elementary in Jackson, named a @NatlBlueRibbon School for 2015! http://t.co/c0xOCdJgXN",
"9/29/15",14:58:33,"R","SenThadCochran",".@SenJohnHoeven chairs 11:15 am Homeland Security Approps hearing on @TSA response to IG findings. Watch webcast: http://t.co/KkJS1oUwP1",
"9/29/15",01:53:03,"R","SenThadCochran","National Preparedness Month: Always a good idea to have a household emergency plan. Visit @FEMA http://t.co/xmL3evtR4C for ideas.",
"7/14/15",22:04:37,"R","SenThadCochran","I am skeptical whether the #IranDeal reached by the Obama administration is truly verifiable and enforceable: http://t.co/8EteDIPDn5","IranDeal"
"7/14/15",18:23:20,"R","SenThadCochran","2:30 pm today, @JerryMoran leads subcommittee markup of FY16 @USDA @usdaRD @USDA_NRCS @US_FDA Appropriations Bill: http://t.co/EYsSoul1ps",
"6/9/15",23:27:48,"R","SenThadCochran","Congratulations on your swearing-in, Congressman Kelly. I look forward to working with you for our state. http://t.co/vM9zrQ0RsT",
"6/9/15",14:22:50,"R","SenThadCochran","Staring soon! Senate Appropriations Subcommittee markup of FY16 @DeptofDefense Appropriations Bill. Audio webcast:  http://t.co/ivI1ileXFc",
"10/22/14",22:32:38,"R","SenThadCochran","With @SenatorWicker @RepAlanNunnelee, pleased @FEMA recovery aid support Winston Co. jobs, health care restoration: http://t.co/P6DDsdLTHE",
"10/22/14",18:48:02,"R","SenThadCochran","Reminder: #FarmBill &amp; Crop Insurance Listening Sessions are a week from today; 2 events in Mississippi, Wed, Oct 29. http://t.co/IAVb7mFitn","FarmBill"
"4/1/14",23:02:43,"R","SenThadCochran","Appreciate @FEMA working with us to help the @CityofGulfport repair hurricane damaged piers &amp; jetties: http://t.co/W5VHC83wvy @VisitMSCoast",
"4/1/14",00:46:50,"R","SenThadCochran","Pleased to have 10k followers. I enjoy hearing from &amp; sharing w/Mississippians. We have a lot to be thankful for &amp; to work toward together.",
"2/18/14",20:26:49,"R","SenThadCochran","Obama's stimulus didn't work. ICYMI: @WashTimes Five years on, and there’s no sign of the promised ‘Recovery Summer’ http://t.co/gpPtRhZshT",
"7/24/13",22:33:36,"R","SenThadCochran","The Obama administration should take a 'do no more harm' approach when it comes to #energy &amp; our #economy: http://t.co/zliSfxDO1y","energy economy"
"7/24/13",21:23:10,"R","SenThadCochran","While the President talks about the #economy, I met w/@MSManufacturers who create #jobs despite rules &amp; regulations. http://t.co/7ImoEPnAeV","economy jobs"
"7/24/13",20:07:07,"R","SenThadCochran","Just met w/#Gulfport Mayor Hewes &amp; #Biloxi Mayor Holloway on flood insurance rate hikes. They’re concerned &amp; I’ll work w/them to help. @FEMA","Gulfport Biloxi"
"7/24/13",13:51:18,"R","SenThadCochran","#Obama at #KnoxCollege 2005: 5% unemployment, 7.5M jobless. As President pivots back to the economy today: 7.6% unemployment, 11.8M jobless.","Obama KnoxCollege"
"6/5/13",17:47:09,"R","SenThadCochran",".@SenatorWicker &amp; I back a bill to stop @EPAgov use of ""guidance"" to expand Clean Water Act regulations: http://t.co/KvUSgPsE6Y #4Jobs","4Jobs"
"4/19/13",19:55:50,"R","SenThadCochran","Glad to see @PBSNeedToKnow spotlight on MS financial literacy #education program: @DeltaState @MPBOnline http://t.co/YAGyXL1zNV","education"
"4/19/13",15:56:17,"R","SenThadCochran","2014 Military Service Academies nomination information for #Mississippi students is now available on my website: http://t.co/udmwevkh1Z","Mississippi"
"3/11/13",20:08:44,"R","SenThadCochran","Enjoyed visiting the Jason &amp; Helen Hale family of Oxford MS and all those who attended my annual Spring Break Coffee. http://t.co/KzODd8cgRm",
"9/25/12",18:06:10,"R","SenThadCochran","Look forward to working with new leadership at @NASAStennis, and thank Patrick Scheuermann for service to Mississippi: http://t.co/6kcgMO3w",
"8/3/12",20:22:59,"R","SenThadCochran","Thankful for work of interns like @MSState's David Clarke, Laurie Morgan, Georgia Jordan, Spencer Leflore &amp; Hudson Frey http://t.co/jTiv1jeL",
"7/18/12",20:26:14,"R","SenThadCochran","Miss. counties get @USDA #drought disaster designation; effects on farmers, ecology &amp; economy deserve attention: http://t.co/OFGYGXRZ","drought"
"9/21/16",15:44:59,"R","SenThomTillis","Join my live Facebook Q&amp;A TODAY at 12pm ET -- https://t.co/q8LXkfWOEZ",
"9/21/16",14:54:48,"R","SenThomTillis","As a #Charlotte area resident, it's my hope that the violence and unrest will come to a peaceful end and the city will come together as one. https://t.co/mDKKOfxfpE","Charlotte"
"9/21/16",01:00:17,"R","SenThomTillis","Join my office and @WakeForest Army ROTC on Saturday for our annual Academy Day. More info: https://t.co/R8PYIoFji7 https://t.co/9es8aFk0k5",
"7/15/16",17:21:01,"R","SenThomTillis","#BacktheBlue Act would increase penalties against violent criminals who target #police: https://t.co/FrG3J7tGMB https://t.co/MMYMS86Z1C","BacktheBlue police"
"7/15/16",15:56:38,"R","SenThomTillis","Kevin and Avonte’s Law helps families reunite with loved ones who are prone to wander: https://t.co/DxR9b2VUxr. https://t.co/UypEHfztJK",
"7/15/16",02:13:13,"R","SenThomTillis","My full statement on the horrific #BastilleDay terrorist attack in Nice, France. #PrayForNice https://t.co/jOwHGizsLO","BastilleDay PrayForNice"
"7/5/16",20:28:37,"R","SenThomTillis","Thank you for your #service and commitment to your fellow #Marines, Gunnery Sgt. Brian Downing. #CampLejeune https://t.co/3xeMfJnubb","service Marines CampLejeune"
"7/5/16",19:35:52,"R","SenThomTillis","After one of the busiest travel weekends of the year, let me know your experience with @TSA. #TSAgood #TSAbad https://t.co/aUqkyz2J7Q","TSAgood TSAbad"
"7/5/16",18:12:17,"R","SenThomTillis","My statement on the @FBI announcement on Secretary Clinton’s use of private email servers: https://t.co/OjMdi8oReI. https://t.co/Mon4NMUdSO",
"6/10/16",20:56:43,"R","SenThomTillis","One of my provisions to #NDAA improves health outcomes for TRICARE beneficiaries (servicemembers &amp; their families).
https://t.co/zPgPBzleqf","NDAA"
"6/10/16",15:26:39,"R","SenThomTillis","As a caregiver to a loved one who battled Alzheimer's Disease, I will continue to fight to #EndAlzheimers. #ENDALZ
https://t.co/SUqtV2Aloq","EndAlzheimers ENDALZ"
"2/23/16",21:20:02,"R","SenThomTillis","In 1945, U.S. Marines raised the American flag on Iwo Jima. #IwoJima #USMC  https://t.co/YW1bB91Tdp","IwoJima USMC"
"2/23/16",17:07:46,"R","SenThomTillis","The Obama admin's transfer of terrorists from #Gitmo to other countries has proven to be an unmitigated disaster. https://t.co/mPvoM2ncRJ","Gitmo"
"2/23/16",16:30:27,"R","SenThomTillis","My op-ed in @theobserver on the epidemic of opioid addiction https://t.co/YMdCLKJNkt https://t.co/xdinuz8tUV",
"2/18/16",19:17:43,"R","SenThomTillis","My visit @BelmontCentral to discuss school nutrition and giving schools flexibility in what they serve. via @wcnc https://t.co/gV5I8dVAUU",
"2/18/16",16:47:23,"R","SenThomTillis","The first African American U.S. Senator was born in NC, and served as a U.S. Senator for MS. #BlackHistoryMonth https://t.co/Lcmeehs9qZ","BlackHistoryMonth"
"11/30/15",20:56:46,"R","SenThomTillis","Happy Birthday, @SenatorBurr! #NorthCarolina https://t.co/otyUc9hN7q","NorthCarolina"
"11/30/15",20:51:38,"R","SenThomTillis","This week, I will vote to #RepealObamacare and prevent $1 trillion in new taxes over the next decade.","RepealObamacare"
"11/30/15",18:34:20,"R","SenThomTillis","Five groups that could determine the fate of TPP https://t.co/Zdpr4jPDoC via @thehill @VickoftheHill",
"11/30/15",17:22:57,"R","SenThomTillis","Obama signs bill requiring Army input on 440th decision https://t.co/ZnYjXmj79c via @fayobserver",
"11/25/15",14:31:20,"R","SenThomTillis","Tillis questions #AirForce gag order allegations at #FortBragg https://t.co/CGcCxP3nsl via @fayobserver","AirForce FortBragg"
"10/29/15",20:13:42,"R","SenThomTillis",".@AuroraFossilMus Congratulations on your @BestTimeEver shoutout! Keep up the good work #Megalodon #NC","Megalodon NC"
"10/29/15",17:43:27,"R","SenThomTillis","New squadron at Seymour Johnson reaffirms fact that America’s military doesn't move unless NC goes first. https://t.co/cjadDhEdP6 #ncpol","ncpol"
"9/29/15",20:39:33,"R","SenThomTillis","The NDAA includes my amendment to help protect the 440th Airlift Wing at Ft. Bragg: http://t.co/rryymwcEhB #ncpol","ncpol"
"7/14/15",21:59:09,"R","SenThomTillis","@LuLuPavlu @NCCEC @CECAdvocacy I agree! Thanks for visiting!",
"7/14/15",20:27:53,"R","SenThomTillis","@HeatherHahn_ANC Thanks for coming by!",
"7/14/15",16:53:03,"R","SenThomTillis","My full statement on the Obama administration's bad deal with Iran: http://t.co/okc8pvpnYs #ncpol","ncpol"
"7/14/15",15:20:06,"R","SenThomTillis","Democrats &amp; Republicans share grave concerns over the bad #IranDeal &amp; Congress has a responsibility to do everything it can to stop it.","IranDeal"
"7/14/15",15:12:01,"R","SenThomTillis","The lasting legacy of the #IranDeal will be the birth of a nuclear arms race, plunging the Middle East into further chaos.","IranDeal"
"7/14/15",15:05:08,"R","SenThomTillis","List of concessions to Iran include: no snap inspections, no resolution of weaponization activities, no dismantling of Iran terror network.",
"7/14/15",14:58:03,"R","SenThomTillis","The President turned his back on decades of assurances from previous administrations that Iran would not acquire nuclear weapons.",
"7/14/15",14:53:14,"R","SenThomTillis","President Obama has staked his legacy on reaching a deal w/ Iran w/o any regard for how dangerous the final accord is for the world.",
"6/15/15",16:26:55,"R","SenThomTillis",".@asheville C-T: Tillis, VA secretary working on agency problems. http://t.co/19G4FMmjNa #ncpol #ncsen","ncpol ncsen"
"6/9/15",21:26:17,"R","SenThomTillis","Congrats to coach Braylon Beam, the newest member of the @Panthers family! http://t.co/ad9GkSnD45  #KeepPounding #JustKeepDancing","KeepPounding JustKeepDancing"
"6/9/15",14:40:05,"R","SenThomTillis","We must pass the #NDAA to support our troops and military.","NDAA"
"10/22/14",23:14:11,"D","kayhagan","Kay talked about her strong record for NC seniors at Wilber's BBQ in Goldsboro yesterday. WATCH: http://t.co/gHrERxdwgL #NCSen #NCFirst","NCSen NCFirst"
"10/22/14",21:53:15,"D","kayhagan","Agriculture is so important to our state's economy. NC deserves a Senator who will stand up for our farmers: http://t.co/pAvxmgzhM3 #NCFirst","NCFirst"
"10/22/14",21:10:15,"D","kayhagan","Kay highlighted Speaker Tillis' out-of-touch opposition to the Farm Bill in Wilson Co. yesterday: http://t.co/kLEw2GNc2P via @TheWilsonTimes",
"10/22/14",20:25:04,"D","kayhagan","2 weeks before the election, Speaker Tillis desperately trying to run from denying health care to 500K NCians: http://t.co/NTJAU7kZ7d #ncsen","ncsen"
"10/22/14",19:42:02,"D","kayhagan","#EqualPay for equal work isn't a campaign gimmick or regulatory overreach. It's what women &amp; families deserve: http://t.co/5Q3AsVjhEp #ncsen","EqualPay ncsen"
"10/22/14",19:24:25,"D","kayhagan","Wrapping up #NCFirst tour at Key Resources in Greensboro with @SenatorBarb, talking equal pay &amp; women's health #ncsen http://t.co/ICD4iVqU5j","NCFirst ncsen"
"10/22/14",17:57:09,"D","kayhagan","Speaker Tillis campaigning today with the architect of the Medicare voucher budget that would harm NC seniors: http://t.co/ctXLMcBDSR #ncsen","ncsen"
"10/22/14",17:30:00,"D","kayhagan","We started Day 4 of #NCFirst tour at @EastCarolina talking with students &amp; educators about what's at stake in #NCSen http://t.co/miVgiiWgNl","NCFirst NCSen"
"10/22/14",16:21:15,"D","kayhagan","RT to make sure your friends commit to vote early for Kay tomorrow: http://t.co/Y0FQVU2GsI #NCVotesEarly #NCSen http://t.co/10HUHEsVIH","NCVotesEarly NCSen"
"10/22/14",12:10:02,"D","kayhagan","Always fun to do an interview with staff, see how my press secretary @cmhayden10 keeps us on schedule on the road -KH http://t.co/FaykYwfr9u",
"10/22/14",00:28:05,"D","kayhagan","Kay got to hear NC military spouses tell their stories in Spring Lake as part of this week's #NCFirst tour: http://t.co/bVpBgntMOA #ncsen","NCFirst ncsen"
"5/21/14",20:45:01,"D","kayhagan","Fmr NC Congresswoman Eva Clayton explains why #NCGA decision to reject Medicaid expansion hurts our state's economy: http://t.co/JYOEmWqUIH","NCGA"
"5/21/14",18:04:01,"D","kayhagan","Meet Simone Hawks of Greensboro &amp; find out why she's an NC woman who is proud to support Kay in 2014: http://t.co/UC598s11M7 #NCFirst #ncsen","NCFirst ncsen"
"5/21/14",16:14:42,"D","kayhagan",".@JournalNow highlights Kay's bipartisan work on Kilah Davenport Act to protect innocent children from abuse http://t.co/JA5kBqoyHh #ncpol","ncpol"
"5/21/14",12:36:01,"D","kayhagan",".@WayneGoodwinNC: “We need someone like Kay. She focuses on creating jobs &amp; fighting for our working families"" http://t.co/Oic6uj1LGC #ncsen","ncsen"
"4/1/14",21:00:22,"D","kayhagan","Another shady group affiliated with the Koch network is trying to distort Kay's record. RT to share the facts: http://t.co/hU7axYgTC5 #NCSEN","NCSEN"
"4/1/14",18:16:06,"D","kayhagan","As her opponents embrace fringe policies, Kay stands up for commonsense NC values. Read @dailytarheel story: http://t.co/k586eX7T6b #NCSEN","NCSEN"
"4/1/14",00:05:20,"D","kayhagan","Pushing back against $10 million of special interest attacks isn't easy. We need you to help us fight back: http://t.co/qML30oh0Ej #NCSEN","NCSEN"
"2/18/14",21:00:46,"D","kayhagan","Nonpartisan report finds NC voter suppression law disproportionately affects minorities: http://t.co/PLJca9v8PN RT to support voting rights",
"2/18/14",17:26:42,"D","kayhagan","Great to see NC company designed &amp; built bobsleds for #TeamUSA. So proud of our athletes competing at #Sochi2014 -KH http://t.co/xZfChV0Xem","TeamUSA Sochi2014"
"7/24/13",20:25:55,"D","kayhagan","Glad to hear improvements to Dosher Hospital will provide critical services to 1000s of rural North Carolinians. http://t.co/XoicWN5sxr",
"7/24/13",18:29:56,"D","kayhagan","Increased access to #HigherEd is crucial for economic recovery. We must make college affordable:  http://t.co/EjMYoFC3hE #dontdoublemyrate","HigherEd dontdoublemyrate"
"7/24/13",15:07:15,"D","kayhagan","We must ensure access to critical health care services for all #NC women. Tell the #NCGA you #StandWithNCWomen http://t.co/jHq9zHv86n","NC NCGA StandWithNCWomen"
"9/21/16",18:10:24,"R","SenatorBurr",".@SenBobCasey and I are continuing to work to move the #ABLE Adjustment Act forward. We will keep building on the promise of the #ABLEAct","ABLE ABLEAct"
"9/21/16",18:09:47,"R","SenatorBurr","The ABLE Financial Planning Act will allow families with a special needs child to have more control over their financial futures. #ABLEAct","ABLEAct"
"9/21/16",18:09:13,"R","SenatorBurr","The #ABLE2Work Act promotes employment &amp; independence for Americans w/ disabilities by allowing them to save more money if they have a job.","ABLE2Work"
"9/21/16",18:08:39,"R","SenatorBurr","Great news!  2 of my #ABLEAct bills w/ @SenBobCasey advanced out of committee today --&gt; https://t.co/eIINfdjsr3","ABLEAct"
"9/21/16",16:05:25,"R","SenatorBurr","Today @SenThomTillis and I introduced legislation to bring a new veterans’ medical facility to Raleigh https://t.co/N5LpgxfCWH",
"9/21/16",15:07:26,"R","SenatorBurr","We can and will come together to overcome these events. #Charlotte","Charlotte"
"9/21/16",15:07:13,"R","SenatorBurr","I think we can all agree there is no place in America for violence in our streets. #Charlotte","Charlotte"
"9/21/16",15:06:53,"R","SenatorBurr","The Charlotte-Mecklenberg Police Department needs the space to conduct their investigation. #Charlotte","Charlotte"
"9/21/16",15:06:38,"R","SenatorBurr","The investigation continues to develop on the series of events in #Charlotte last night.","Charlotte"
"9/21/16",15:06:15,"R","SenatorBurr","My statement on the events in #Charlotte https://t.co/p8KqdJrU3h","Charlotte"
"7/15/16",20:48:38,"R","SenatorBurr","Senate Intel Committee Leaders on Release of “28 Pages” of 9/11 Report https://t.co/RS6u4Xt3yh",
"7/15/16",16:59:53,"R","SenatorBurr","If the US does not eliminate the extremists’ intent and capability, then it is only a matter of time before the next attack. #NiceAttack","NiceAttack"
"7/15/16",16:59:18,"R","SenatorBurr","We are at war with terrorists who have the intent and capability to kill innocent people across the globe. #NiceAttack","NiceAttack"
"7/15/16",16:58:56,"R","SenatorBurr","Unfortunately, this fight is no longer about individual attacks. #NiceAttack","NiceAttack"
"7/15/16",16:58:34,"R","SenatorBurr","My thoughts and prayers are with the victims and their families in Nice, France. #NiceAttack","NiceAttack"
"7/15/16",16:58:08,"R","SenatorBurr","My statement on the terror attack in #Nice https://t.co/q1xMZWIKYd","Nice"
"2/23/16",20:36:37,"R","SenatorBurr","I think you need a little rest. I’ll get you back on the road soon.  https://t.co/gSum7oyLWv",
"2/23/16",16:07:59,"R","SenatorBurr","It’s clear that the threats to the United States are increasing, not decreasing, and we need every available military asset. #Gitmo","Gitmo"
"2/23/16",16:07:32,"R","SenatorBurr","Recently, we learned that one of the former prisoners at #Gitmo is back fighting for Al-Qaeda's terrorist agenda.","Gitmo"
"2/23/16",16:06:57,"R","SenatorBurr","President Obama’s aggressive push to close the detention facility at Guantanamo Bay is dangerous. #Gitmo","Gitmo"
"2/23/16",15:33:43,"R","SenatorBurr","Intro'd bill w/ @KellyAyotte @SenTomCotton @SenRubioPress to stop Obama from turning over #Gitmo naval base to #Cuba https://t.co/a3r3hn2oNG","Gitmo Cuba"
"2/18/16",17:06:49,"R","SenatorBurr","Apple should not be above the law. Read my op-ed in @USATODAY https://t.co/VflCQLVnMB",
"11/30/15",21:12:34,"R","SenatorBurr","Proud to be a part of this effort to bring 24 million dollars to NC schools https://t.co/QOPQ5qWJPN https://t.co/nrUDut1Tvr",
"11/30/15",19:52:52,"R","SenatorBurr","Senate Intel Chairman: To Talk About Containing ISIS 'Is Really a Joke' via @cnsnews https://t.co/KmukIyUiLn https://t.co/ixuSKWac9s",
"11/30/15",17:21:07,"R","SenatorBurr","Marine participates in water survival drill at Camp Lejeune #MilitaryMonday https://t.co/TlQqEImLLs","MilitaryMonday"
"10/29/15",20:08:02,"R","SenatorBurr","Working w @Sen_JoeManchin @SenJohnThune @SenatorEnzi @SenPatRoberts to end bonuses 4 IRS cheaters &amp; bad employees https://t.co/shWk47iorQ",
"10/29/15",20:07:30,"R","SenatorBurr","#TBT to the time disgraced IRS official Lois Lerner got $129,300 in bonuses from the taxpayers https://t.co/5sEUwsPjnW","TBT"
"10/29/15",17:25:33,"R","SenatorBurr",".@usairforce decision to establish new flight squadron @SJAFB reaffirms NC’s strategic value to the military https://t.co/go9b5YaYZo",
"10/29/15",17:21:14,"R","SenatorBurr","This is tremendous news for North Carolina @SJAFB https://t.co/nmrSa3WKtK",
"9/29/15",17:37:15,"R","SenatorBurr","Watch my opening statement about toxic chemical exposure at Camp Lejeune here: https://t.co/8OsCTT7zQF http://t.co/ojP9gRDWmB",
"9/29/15",17:19:57,"R","SenatorBurr","Jerry Ensminger’s testimony about his daughter who died from exposure to chemicals at Lejeune https://t.co/xnpNyaDsfs http://t.co/oI6YDPkZke",
"9/29/15",17:12:54,"R","SenatorBurr","Packed house for @VAChair hearing this morning http://t.co/WrjGbNQtGb",
"9/29/15",16:05:44,"R","SenatorBurr","LIVE: Jerry Ensminger tells story about how toxic chemicals at Camp Lejeune caused daughter’s death http://t.co/GWmsaNtTDl",
"9/29/15",13:23:36,"R","SenatorBurr","@DwightGrissom I agree",
"9/29/15",13:19:47,"R","SenatorBurr","&amp; later engaging in a massive cover-up of the worst incidents of environmental exposure in our nation’s history at Camp Lejeune. (2of2)",
"9/29/15",13:18:53,"R","SenatorBurr","Via my op-ed in @thehill- During that 34 year span, DOD rewarded our military by negligently poisoning them (1of2)",
"9/29/15",13:14:52,"R","SenatorBurr","Testifying at 10 am before @VAChair about toxic chemicals at Camp Lejeune. Tune in: http://t.co/j0u2470f00",
"9/29/15",13:14:24,"R","SenatorBurr","It’s time to hold bureaucrats accountable. My @TheHill op-ed on toxic chemicals at Camp Lejeune http://t.co/z6wdDlCbQD",
