Date,Time,R_or_D,Before_or_After,screen_name,text,hashtags,Nominate_dim1,race,mentions_terror
1/8/11,23:12:26,R,After,repgregwalden,"Please keep Congresswoman Giffords, her family, and the innocent civilians involved in this senseless tragedy in your prayers.",,0.338,White,0
4/3/14,15:25:15,R,After,KeithRothfus,Our thoughts and prayers are with the families affected by this tragedy. http://t.co/K6CRPreaEm,,0.494,Latino,0
12/14/12,19:16:27,R,After,RepLouBarletta,My thoughts and prayers go out to the family and friends of the victims of the tragic school shooting in Connecticut this morning.,,0.277,White,0
6/12/16,14:56:41,R,After,RepFitzpatrick,Absolutely tragic news out of Florida. My thoughts and prayers go out to all those impacted by this evil act as... https://t.co/wjEGYymgH7,,0.202,Other,0
6/18/15,22:00:01,R,After,RepFitzpatrick,"Absolute tragedy in #Charleston - my thoughts and prayers go to all those impacted, especially families of the... http://t.co/0IlniiuvRS",Charleston,0.202,White,0
6/18/15,15:14:03,R,After,RepFitzpatrick,"Absolute tragedy in #Charleston - my thoughts and prayers go to all those impacted, especially families of the victims. #CharlestonShooting",Charleston CharlestonShooting,0.202,White,0
9/16/13,14:38:23,R,After,RepFitzpatrick,Tragic RT '@AP BREAKING: Defense official says several killed and as many as 10 wounded in Navy Yard shooting.',,0.202,Black,0
9/16/13,20:45:49,R,After,RepBillShuster,My thoughts and prayers go out to the victims and families affected by the tragic events today in Washington.,,0.374,Black,0
1/8/11,19:08:39,R,After,RepBillShuster,"My thoughts and prayers are with Rep. Gabrielle Giffords, her staff and everyone involved in today's tragic shooting in Arizona.",,0.374,White,0
1/8/11,19:01:03,R,After,RepBillShuster,"My thoughts and prayers are with Rep. Giffords, her staff and everyone impacted by today's tragic shooting http://tinyurl.com/2g83psd",,0.374,White,0
10/1/15,18:27:31,R,After,RepTomRice,"My thoughts &amp; prayers are with the family, friends, &amp; loved ones of Officer Greg Alia, who was tragically killed in the line of duty.",,0.644,White,0
9/16/13,17:29:34,R,After,RepTomRice,"Wrenzie and I extend our thoughts and prayers to the victims, families, and first responders affected by the tragedy at #NavyYard.",NavyYard,0.644,Black,0
9/16/13,15:10:14,R,After,RepJoeWilson,My thoughts and prayers are with those affected by this morning's tragedy at the #NavyYard.,NavyYard,0.547,Black,0
7/8/16,13:42:05,R,After,RepKristiNoem,Asking for God's comfort and strength for the families and community impacted by the tragedy in #Dallas last night.  Our hearts are broken.,Dallas,0.398,Black,0
6/12/16,20:06:58,R,After,RepKristiNoem,"What occurred in Orlando is unimaginable. As our nation mourns, my family &amp; I will be keeping those impacted by this tragedy in our prayers.",,0.398,Other,0
12/2/15,17:15:33,R,After,RepDianeBlack,Spoke with @CatholicChannel abt the #ProLife movement &amp; the shameful politicization of the Colorado Springs tragedy: https://t.co/x9Qaqrw814,ProLife,0.581,White,0
7/16/15,18:24:26,R,After,RepDianeBlack,Dave and I send our prayers to those impacted by the tragic shooting event today at #Chattanooga's Naval Operation Support Center.,Chattanooga,0.581,Other,0
6/18/15,13:54:29,R,After,RepDianeBlack,"Such tragic news out of Charleston, SC. Dave &amp; I join in prayer for the congregation of Emanuel AME Church &amp; for the victims' families.",,0.581,White,0
7/16/15,19:55:21,R,After,RepFincherTN08,My thoughts and prayers are with all those impacted by the tragic shootings in #Chattanooga: http://t.co/zUZEJJ3jmm,Chattanooga,0.526,Other,0
6/18/15,14:48:57,R,After,DesJarlaisTN04,"My heartfelt thoughts &amp; prayers are with the victims, their families and the community in Charleston, SC affected by this horrible tragedy.",,0.594,White,0
4/3/14,1:06:12,R,After,RepChuck,My thoughts are with those affected by the Fort Hood tragedy. Please join Brenda and me in keeping them in your prayers.,,0.474,Latino,0
9/16/13,14:56:19,R,After,RepChuck,My thoughts and prayers go out to those at the Washington Navy Yard and their families during this tragedy.,,0.474,Black,0
7/20/12,16:00:04,R,After,RepChuck,Pleas join me in praying for victims of the #aurora shooting.  Truly a horrifying tragedy.,aurora,0.474,White,0
7/16/15,20:50:22,R,After,DrPhilRoe,My thoughts &amp; prayers are with all affected by the senseless tragedy in Chattanooga today &amp; I am continuing to monitor the investigation.,,0.494,White,0
12/14/12,21:11:25,R,After,DrPhilRoe,Speaker Boehner has ordered the flags over the Capitol to be lowered to honor the victims of today's tragedy. http://t.co/c2PqH9al,,0.494,White,0
12/14/12,18:07:28,R,After,DrPhilRoe,"Sending thoughts and prayers to Newtown, CT during this tragic, horrific time. #PrayforNewtown",PrayforNewtown,0.494,White,0
7/8/16,11:37:06,R,After,PeteSessions,On @WBAP talking with Hal Jay and Eric about this terrible tragedy. #DallasPoliceShooting,DallasPoliceShooting,0.586,Black,0
7/8/16,10:17:25,R,After,PeteSessions,I'm about to join @MorningJoe to discuss last night's tragic attack on our men and women in law enforcement in Dallas.  Watch LIVE now,,0.586,Black,0
7/16/15,19:31:11,R,After,JudgeCarter,My prayers go out to the families of the four Marines who were killed and the officer who was injured in today's tragic shooting.,,0.467,Other,0
7/8/16,13:18:45,R,After,RepRWilliams,"Yesterday afternoon, before the tragedy in Dallas, I spoke to @keyetv about why we must support our police officers https://t.co/nUkfQ4uIcz",,0.604,Black,0
4/3/14,16:58:32,R,After,RepRWilliams,TUNE IN NOW to @FoxNews for the latest update from me on the Ft Hood tragedy.,,0.604,Latino,0
4/3/14,13:10:21,R,After,RepRWilliams,W/ my friend @RepJohnCarter to talk about #FortHood tragedy and extend deepest sympathies to those killed and injured http://t.co/CAcPfgvCLw,FortHood,0.604,Latino,0
7/8/16,11:34:06,R,After,michaelcburgess,NOW on w/ @570KLIF @KLIFdave @amychodroff to discuss the tragedy that took the lives of our #Dallas heroes in blue&gt;&gt; https://t.co/17ADT5NfPg,Dallas,0.57,Black,0
9/16/13,16:34:27,R,After,RepKenMarchant,My thoughts and prayers go out to those affected by the tragedy this morning at the #NavyYard in Southeast D.C.,NavyYard,0.601,Black,0
12/14/12,18:11:55,R,After,RepKenMarchant,My thoughts and prayers are with the victims of the tragedy in Connecticut and their families.,,0.601,White,0
7/21/12,13:22:40,R,After,RepKenMarchant,"RT @gopconference: .@SpeakerBoehner delivers the Weekly Republican Address on the tragedy in Aurora, Colorado: http://t.co/xZ7bKRq3",,0.601,White,0
1/8/11,22:24:01,R,After,RandyNeugebauer,"This is a sad day for America. Praying for my friend Congresswoman Giffords' recovery, as well as the other victims of this tragic event.",,0.628,White,0
4/3/14,14:37:58,R,After,RepKayGranger,My thoughts and prayers go out to all those impacted by the tragedy at Fort Hood http://t.co/WbrQ5TJ01d,,0.392,Latino,0
12/14/12,21:39:12,R,After,RepKayGranger,"My thoughts and prayers are with the families affected by the tragic events that transpired in #Newtown, CT.  We are mourning with you.",Newtown,0.392,White,0
6/12/16,16:16:00,R,After,RepMcCaul,My statement on senseless tragedy in #Orlando is here: https://t.co/Xpl6oX6Rhe,Orlando,0.449,Other,0
6/12/16,15:44:41,R,After,RepMcCaul,"Our thoughts and prayers are with the victims of this senseless tragedy, their families, and the people of Orlando.",,0.449,Other,0
10/2/15,16:02:39,R,After,RepMcCaul,Yesterday's shooting was a tragedy. We need to address the mental health crisis in this country: https://t.co/0MPViDkxPM,,0.449,White,0
4/3/14,2:31:49,R,After,RepMcCaul,Tragedy has struck Ft. Hood for the second time in 5 years. My thoughts &amp; prayers are with the victims and families. http://t.co/YJ3xjy7GDQ.,,0.449,Latino,0
12/14/12,18:18:50,R,After,CongCulberson,My thoughts and prayers are with the families affected by the senseless tragedy in Connecticut.,,0.504,White,0
7/8/16,17:24:48,R,After,RepJoeBarton,"On the House Floor to talk about the tragic shooting in Dallas and particularly Brent Thompson of Corsicana 

https://t.co/5Mm4b2IZJh",,0.528,Black,0
6/18/15,16:47:23,R,After,RepRatcliffe,My thoughts and prayers go out to the families and folks impacted in the #SouthCarolina tragedy.,SouthCarolina,0.746,White,0
6/12/16,15:58:21,R,After,RepHensarling,Thoughts &amp; prayers w/ victims of ORL mass shooting. Thankful for law enforcement who prevented further tragedy #OrlandoNightclubShooting,OrlandoNightclubShooting,0.703,Other,0
6/18/15,14:10:37,R,After,JudgeTedPoe,My thoughts and prayers are with everyone affected by this horrific and senseless tragedy in Charleston.... http://t.co/yLZChUpvlA,,0.594,White,0
6/12/16,17:42:39,R,After,RepMiaLove,Reports say #OrlandoShooting suspect pledged allegiance to ISIS. My thoughts and prayers to innocent victims and families in this tragedy.,OrlandoShooting,0.565,Other,0
6/12/16,13:07:50,R,After,RepChrisStewart,Praying for those affected by the #Orlando nightclub shooting. Very tragic. #utpol,Orlando utpol,0.518,Other,0
4/3/14,14:22:26,R,After,RepChrisStewart,My thoughts and prayers are with those affected by the fort hood tragedy http://t.co/8TsQ7NyT3O,,0.518,Latino,0
9/16/13,14:59:24,R,After,RepChrisStewart,My thoughts and prayers are with those affected by the Washington Navy Yard tragedy,,0.518,Black,0
7/8/16,10:27:06,R,After,RepDaveBrat,Heartbroken over the tragedy in #Dallas. My thoughts and prayers go out to the victims and those injured.,Dallas,0.83,Black,0
7/16/15,20:31:02,R,After,RepRobertHurt,Praying for the families of our fallen Marines in Chattanooga - a tragic attack on those who sacrifice so much for our freedom.,,0.568,Other,0
12/14/12,19:11:04,R,After,RepRobertHurt,"Our thoughts &amp; prayers are with all of those in Newton, CT who are affected by the horrible &amp; senseless tragedy that has taken place today",,0.568,White,0
7/20/12,14:46:52,R,After,RepRobertHurt,"Our thoughts &amp; prayers are with the victims, their families, the Colorado community, &amp; all affected by the senseless tragedy in Aurora",,0.568,White,0
6/18/15,14:44:53,R,After,RepScottRigell,Sobered by the news of out Charleston. My thoughts &amp; prayers are w/ the families who lost loved ones &amp; all grieving this tragic loss of life,,0.405,White,0
9/16/13,17:18:17,R,After,EricCantor,Deeply saddened by the tragedy at Navy Yard. Praying for all victims and families. Thankful for bravery of first responders on the scene.,,0.518,White,0
12/14/12,19:24:45,R,After,Randy_Forbes,I am saddened by today's shooting in Connecticut. My thoughts and prayers go out to all the famillies affected by this senseless tragedy.,,0.407,White,0
7/20/12,13:57:44,R,After,Randy_Forbes,Saddened by the violence in Colorado. My thoughts and prayers go out to all the victims and their families of this senseless tragedy.,,0.407,White,0
4/3/14,0:21:31,R,After,RobWittman,Heartfelt sorrow tonight for those affected by the tragedy at Fort Hood.,,0.423,Latino,0
12/14/12,22:19:00,R,After,RobWittman,"My heart goes out to all of those affected by the horrible, senseless tragedy today in Newtown, Connecticut.",,0.423,White,0
7/20/12,14:16:22,R,After,RobWittman,"Saddened this morning to hear of the unthinkable tragedy in Colorado. Deepest condolences, thoughts and prayers to victims and families",,0.423,White,0
7/8/16,15:45:00,R,After,davereichert,Stunned &amp; heartbroken about the terrible tragedy in #Dallas Praying for the loved ones of the deceased &amp; for those recovering from wounds.,Dallas,0.223,Black,0
11/28/15,5:02:36,R,After,davereichert,"Tonight my prayers are with the victims of today's shootings including #GarretSwasey, a brave officer tragically killed in the line of duty.",GarretSwasey,0.223,White,0
7/16/15,21:36:21,R,After,davereichert,My thoughts and prayers are with the families of the 4 Marines so tragically murdered in today’s shooting in Chattanooga #SemperFi,SemperFi,0.223,Other,0
10/24/14,19:37:53,R,After,davereichert,"Am closely monitoring the tragic reports from the  #Marysville High School shooting. Prayers with the students, staff, and families",Marysville,0.223,Native American,0
12/14/12,21:47:45,R,After,davereichert,My thoughts and prayers are with the families of the CT tragedy. #SandyHook #PrayforNewtown,SandyHook PrayforNewtown,0.223,White,0
9/16/13,19:45:50,R,After,DocHastings,"Truly tragic news coming out of Washington, DC today. My thoughts are with all involved at the #NavyYardShooting this morning.",NavyYardShooting,0.416,Black,0
12/14/12,19:40:13,R,After,DocHastings,"My thoughts and prayers go out to all of the children, teachers and families affected by the tragedy at Sandy Hook Elementary School.",,0.416,White,0
7/20/12,16:23:23,R,After,DocHastings,"My thoughts and prayers are with the victims and families affected by the tragic shooting in Aurora, CO earlier this morning",,0.416,White,0
7/16/15,20:33:06,R,After,RepRibble,Thinking of our #Marines and their families after tragedy in TN. #Chattanooga #ChattanoogaShooting,Marines Chattanooga ChattanoogaShooting,0.603,Black,0
6/12/16,18:14:02,R,After,RepEvanJenkins,"The news out of Orlando is tragic, and we pray for the victims, the injured, and their families and friends.",,0.522,Other,0
6/12/16,15:03:46,R,After,SenDanSullivan,Horrified by the tragedy this morning in Florida. Thoughts &amp; prayers with the state &amp; families of the victims.,,0.467,Other,0
6/12/16,15:03:46,R,After,SenShelby,"Deeply saddened by the horrific tragedy in Orlando. My thoughts &amp; prayers are with the victims, their families, &amp; the first responders.",,0.433,Other,0
12/14/12,15:03:46,R,After,JohnBoozman,Praying for victims &amp; all those affected by this senseless tragedy in CT.,,0.402,White,0
7/20/12,15:03:46,R,After,JohnBoozman,"The victims, their families &amp; the community of Aurora in our thoughts &amp; prayers after the tragic shooting in Colorado",,0.402,White,0
6/12/16,15:03:46,R,After,JeffFlake,Following horrific events in Orlando. Deep sorrow for the victims of this tragedy.,,0.855,Other,0
12/14/12,15:03:46,R,After,JeffFlake,Deeply saddened by the tragic and senseless school shooting in CT. My thoughts and prayers are with the victims and their families.,,0.855,White,0
12/14/12,15:03:46,R,After,George_LeMieux,"Thoughts and prayers for those harmed by senseless tragedy in
#Newtown. May God bless all.",Newtown,0.34,White,0
7/8/16,15:03:46,R,After,sendavidperdue,"It's time to counter tragedy with compassion, hate with love, and frustration with patience. #StandUnited https://t.co/37gErXxOUl",StandUnited,0.635,Black,0
7/8/16,15:03:46,R,After,sendavidperdue,Such horrific &amp; senseless violence has to end.Our hearts break for all of the victims &amp; families dealing w/tragedy right now.#PrayForAmerica,PrayForAmerica,0.635,Black,0
6/13/16,15:03:46,R,After,sendavidperdue,Hope you can join me in honoring the victims of the #Orlando tragedy with a moment of silence at 4:00 p.m.,Orlando,0.635,Other,0
10/2/15,15:03:46,R,After,sendavidperdue,Bonnie and I are keeping our thoughts and prayers with @umpquacc and all affected by this terrible tragedy. #StandWithUCC,StandWithUCC,0.635,White,0
6/18/15,15:03:46,R,After,sendavidperdue,Joined a prayer vigil at the Capitol for the people of #Charleston and the victims' families after this tragedy. http://t.co/8Jczvl1p7H,Charleston,0.635,White,0
4/3/14,15:03:46,R,After,SaxbyChambliss,Sending my thoughts and prayers to the victims and their families of the tragedy at Fort Hood and to entire the Army community today.,,0.423,Latino,0
7/20/12,15:03:46,R,After,SaxbyChambliss,I am deeply saddened at the horrible tragedy and senseless loss of life in Colorado last night.  My prayers go... http://t.co/0xYDIThl,,0.423,White,0
7/17/16,15:03:46,R,After,SenDanCoats,A tragic day in #BatonRouge. Praying for the police officers and families affected by the violence in Louisiana,BatonRouge,0.375,Black,0
7/8/16,15:03:46,R,After,SenDanCoats,"Our nation is hurting, and I mourn with the many who have lost loved ones or experienced tragedy",,0.375,Black,0
7/8/16,15:03:46,R,After,SenDanCoats,"Sadly, this week the fragility of human life has been reinforced to all Americans through tragic events in Baton Rouge, St. Paul + Dallas",,0.375,Black,0
6/12/16,15:03:46,R,After,SenDanCoats,I am saddened by the tragic news from Orlando this morning. Thinking of those who lost a loved one to senseless violence,,0.375,Other,0
4/3/14,15:03:46,R,After,SenDanCoats,Terrible tragedy tonight at Fort Hood. Prayers for those injured and those who lost a loved one,,0.375,Latino,0
6/13/16,15:03:46,R,After,SenateMajLdr,The #Senate will hold a moment of silence at 4:00 PM this afternoon to honor the victims of the #Orlando tragedy.,Senate Orlando,0.404,Other,0
6/18/15,15:03:46,R,After,SenateMajLdr,The news out of #Charleston is tragic. That something like this could occur at a house of worship makes it that much worse. (1/2),Charleston,0.404,White,0
9/16/13,15:03:46,R,After,SenatorWicker,My thoughts and prayers are with the victims and first responders involved in the tragic shooting today at DC's #NavyYard.,NavyYard,0.377,Black,0
7/8/16,15:03:46,R,After,SenThomTillis,My statement on the tragedy in #Dallas https://t.co/wGUWQ23npu https://t.co/g4m72dVLWB,Dallas,0.426,Black,0
6/18/15,15:03:46,R,After,SenThomTillis,Susan and I are praying for everyone affected by the horrific tragedy in Charleston.,,0.426,White,0
6/18/15,15:03:46,R,After,SenatorBurr,My thoughts and prayers are with those lost in the horrific tragedy in Charleston and the family and friends left behind.,,0.453,White,0
7/17/16,15:03:46,R,After,SenatorLankford,Today's cowardly murder of #BatonRouge police is another senseless national tragedy. We all mourn their loss. Attacks on police must end.,BatonRouge,0.57,Black,0
6/12/16,15:03:46,R,After,SenatorLankford,"The massacre shooting in Orlando is a horrific tragedy. I pray for the victims, their families &amp; community, who must be terribly shaken.",,0.57,Other,0
6/18/15,15:03:46,R,After,SenatorLankford,My heart grieves with the #Charleston community &amp; Emanuel AME church. The #CharlestonShooting is a senseless tragedy! #PrayForCharleston,Charleston CharlestonShooting PrayForCharleston,0.57,White,0
4/3/14,15:03:46,R,After,SenatorLankford,Please continue to pray for everyone impacted by Wednesday's tragedy at Ft. Hood.,,0.57,Latino,0
6/18/15,15:03:46,R,After,SenToomey,#CharlestonShooting is a terrible tragedy. Strong community and leaders will guide the city through this. All impacted are in my thoughts.,CharlestonShooting,0.631,White,0
6/12/16,15:03:46,R,After,SenJohnThune,Unthinkable tragedy in Orlando. Joining entire nation in mourning the loss of so many lives. Praying for their loved ones &amp; the community.,,0.409,Other,0
6/12/16,15:03:46,R,After,SenatorRounds,Jean and I are sending our thoughts and prayers to all those affected by the tragedy in Orlando.,,0.393,Other,0
7/8/16,15:03:46,R,After,SenBobCorker,"Our country has been shaken by senseless violence this week, and I am horrified by the tragedy that unfolded overnight in Dallas.",,0.394,Black,0
6/12/16,15:03:46,R,After,SenBobCorker,"Saddened by the tragedy that occurred overnight in Orlando. Praying for the victims, their families, and our dedicated first responders.",,0.394,Other,0
7/20/12,15:03:46,R,After,kaybaileyhutch,My thoughts and prayers are with those affected by the tragic shooting this morning in Colorado,,0.356,White,0
9/16/13,15:03:46,R,After,OrrinHatch,Elaine and I extend our thoughts and prayers to all those affected by today's tragic act of violence at the Navy Yard. Just senseless.,,0.382,Black,0
7/8/16,15:03:46,R,After,SenRonJohnson,My thoughts and prayers are w/ the victims of the tragedy in Dallas. A sobering reminder of the bravery of our men and women in uniform - rj,,0.598,Black,0
12/2/15,15:03:46,R,After,SenRonJohnson,Yet another tragedy. My thoughts and prayers go out to California. Will continue to watch the developments. - rj,,0.598,Other,0
7/8/16,15:03:46,R,After,SenCapito,Devastated for the families of the officers who were tragically killed last night and praying for the wounded.,,0.259,Black,0
7/20/12,15:03:46,R,After,SenJohnBarrasso,"Bobbi &amp; I join folks from all over Wyoming in sending our thoughts &amp; prayers to the victims, families, and all impacted by the tragedy in CO",,0.53,White,0
1/8/11,20:32:26,D,After,BradSherman,"the shooting of my colleague and friend, Congresswoman Gabrielle Giffords, and others in Arizona today is a tragedy.",,-0.341,White,0
