"","Date","Time","screen_name","text","hashtags"
"40","9/6/11",18:12:31,"SenatorBegich","You can watch a live hearing on the future of the US Post Office here: http://t.co/pBbD5gv #USPS #Senate","USPS Senate"
"41","9/6/11",16:26:54,"SenatorBegich","The ultimate winners in the Alaska Teacher of the Year contest are always the students. Congrats to our nominees: http://t.co/zwoL3lh",NA
"42","1/8/11",19:29:35,"SenatorBegich","My thoughts and prayers are with Rep. Giffords and all of the victims in Arizona. A tragedy for our entire country.",NA
"43","8/4/10",20:32:50,"SenatorBegich","As spill and energy debate continues: We must see taxpayer protection, revenue sharing, AK pipeline guarantees: http://bit.ly/9cZCOy",NA
"44","8/3/10",15:36:58,"SenatorBegich","Yesterday I paid tribute to our fallen airmen with a speech on the Senate floor. You can watch it here:  http://youtu.be/fWgcOsqXueY",NA
"45","11/6/09",19:53:11,"SenatorBegich","Follow Friday #FF @SenatorBegich @lisamurkowski","FF"
"46","9/24/16",18:30:05,"BarbaraBoxer","Like Fiona wrote, ""It all starts with you!"" Write a letter to your dad on why he should vote for Hillary and then share it using #ToOurDads. https://t.co/wvzb0Sroq7","ToOurDads"
"47","9/23/16",00:47:39,"BarbaraBoxer","Lucas believes there should be a woman president because ""it shows that everyone has been included."" Share your letter using #ToOurDads! https://t.co/b4UZ77FQSg","ToOurDads"
"48","7/7/16",16:15:56,"BarbaraBoxer","Earth to GOP: stop wasting taxpayer money on politics and take meaningful action on Zika, gun violence and the opioid epidemic.",NA
"49","7/7/16",16:15:17,"BarbaraBoxer","Nothing has changed since the @GOPLeader admitted that the #GOP will do anything to sink @HillaryClinton's poll numbers.","GOP"
"50","6/13/16",18:18:43,"BarbaraBoxer","Donald Trump has once again failed the leadership test with his vile innuendo. https://t.co/4oK54EFrAs",NA
"51","6/13/16",18:18:24,"BarbaraBoxer","Responding to the tragedy in Orlando, our President has once again showed the unifying leadership we so desperately need in our nation.",NA
"52","2/26/16",20:16:13,"BarbaraBoxer","Maybe Christie wants to be transportation secretary so he can cause ""traffic problems"" for states that voted blue.",NA
"53","10/25/14",00:48:17,"BarbaraBoxer","If you care about protecting the right to vote – not suppressing the vote – vote Democratic.",NA
"54","10/24/14",16:07:33,"BarbaraBoxer","It’s 11 days until Election Day. Time to choose which party is on your side.",NA
"55","3/14/13",22:51:40,"BarbaraBoxer","The #GOP is pushing the same #budget we rejected in Nov. Tell them their extreme budget is wrong for America! http://t.co/40MyTlHK8p","GOP budget"
"56","9/27/12",21:00:30,"BarbaraBoxer","Do @Senate_GOPs agree with @ToddAkin that women fighting for their states isn't #ladylike? http://t.co/yjjU8e7V","ladylike"
"57","9/27/12",20:35:29,"BarbaraBoxer","Thank you @ClaireCMc for being a champion for Missouri's families. Very #ladylike.","ladylike"
"58","9/27/12",20:10:30,"BarbaraBoxer","Attention @ToddAkin - Standing up for women, seniors, veterans, and the middle class IS #ladylike. http://t.co/Gaf6trTh","ladylike"
"59","11/5/09",17:12:09,"BarbaraBoxer","It's official: Carly Fiorina is in. Join us and Rise to the Challenge! http://bit.ly/4Gg5qz",NA
"60","7/18/16",19:35:50,"SenBennetCO",".@washingtonpost highlights our LIFT Act provision in FAA bill as win for consumers. https://t.co/wbGNkeUyHw",NA
"61","7/7/16",21:19:43,"SenBennetCO","Congress will soon pass part of our LIFT Act to ensure kids &amp; parents can sit together on planes at no extra cost. https://t.co/gHt0A0D3YM",NA
"62","2/26/16",01:56:35,"SenBennetCO","A 4-4 decision on the #SCOTUS in a contested presidential election could lead to more confusion and chaos #DoYourJob https://t.co/mPHCXaQj6M","SCOTUS DoYourJob"
"63","2/25/16",22:32:09,"SenBennetCO",".@NickKristof @SenCoryGardner &amp; I intro'd resolution 2 keep senators on Sen floor during shutdowns til gov is opened https://t.co/9W9cE6O7Ub",NA
"64","2/25/16",21:08:13,"SenBennetCO","Or, could this happen? Chaos: https://t.co/K4yx0Lk02u #SCOTUS #DoYourJob","SCOTUS DoYourJob"
"65","2/25/16",20:32:19,"SenBennetCO","...here’s what could have happened then. What’s in store this election season with a 4-4 court #SCOTUS #DoYourJob https://t.co/1fmSCyYGsA","SCOTUS DoYourJob"
"66","2/25/16",19:30:33,"SenBennetCO","If Bush v. Gore happens again, then what? #ConstitutionalCrisis RT if you think the Senate should do its job. #SCOTUS #DoYourJob","ConstitutionalCrisis SCOTUS DoYourJob"
"67","12/3/15",23:00:15,"SenBennetCO","Passage of this bill will help ensure Coloradans have better access to clean drinking water https://t.co/3rTsyn2xxZ",NA
"68","12/3/15",20:15:09,"SenBennetCO","This bill provides a number of benefits for Colorado’s economy &amp; environment. https://t.co/iYjkKXdo0A",NA
"69","12/3/15",19:32:30,"SenBennetCO","The illnesses our brave 9/11 heroes suffer from won't expire, neither should their health care. Congress must #renew911health now","renew911health"
"70","11/28/15",03:13:20,"SenBennetCO","Our thoughts tonight are with the victims and their families, Planned Parenthood, and the city and police department of Colorado Springs",NA
"71","11/1/15",21:32:06,"SenBennetCO","The @EPA must provide assurances to local gov't &amp; tribes hurt by the Gold King Mine spill that they'll be reimbursed https://t.co/lmx1kOUs5c",NA
"72","10/31/15",17:23:03,"SenBennetCO","Important news for startups across Colorado: They can now raise funds through crowdfunding campaigns. https://t.co/RmYlvzlR3m",NA
"73","10/2/15",18:13:44,"SenBennetCO","Lets salute the Coloradans who were resilient during the recession &amp; continue to create manufacturing jobs https://t.co/awjQPBRmcZ #MFGDay15","MFGDay15"
"74","10/1/15",22:45:31,"SenBennetCO","WATCH: an update on what we're doing to rectify the Gold King Mine spill and ensure it doesn't happen again https://t.co/EY9j5suufX",NA
"75","10/1/15",17:37:07,"SenBennetCO","Congress has finally created a path forward to complete the Aurora VA medical center. http://t.co/8lXu4Wll1H",NA
"76","6/17/15",20:48:49,"SenBennetCO","Colorado is a great place to live for vets and active duty service members. 8 of our cities made the list: http://t.co/KJTuXtVaL0",NA
"77","6/12/15",13:51:00,"SenBennetCO","Glad to have worked with @SenCoryGardner to push our legislation through so funding can continue for the Denver VA hospital construction",NA
"78","6/11/15",21:25:04,"SenBennetCO","#TBT to speaking with the brave firefighters from @forestservice. They help keep our communities safe from wildfires http://t.co/IlzYQFLnJn","TBT"
"79","4/3/14",22:05:36,"SenBennetCO","Great meeting @MikaelaShiffrin! Made CO proud in #Sochi &amp; inspired my daughters to dust their old man on the mountain http://t.co/AGrNreByQI","Sochi"
"80","4/3/14",20:24:47,"SenBennetCO","CO Asst Principal of the Year Tom Andrew stopped by my office today. Always great to catch up with CO’s top educators http://t.co/Y8VQeH6KgE",NA
"81","2/21/14",18:45:12,"SenBennetCO","Colorado's own @MikaelaShiffrin competed today in the women's slalom in #Sochi. Click here to see how she did! http://t.co/rn4qlLwsA3","Sochi"
"82","9/17/13",18:17:53,"SenBennetCO","Headed to floor to give an update on the #coflood and the ongoing recovery efforts. Live stream here: http://t.co/eHTm2cH6yu","coflood"
"83","9/16/13",18:12:05,"SenBennetCO","Suffered damage from #coflood? Register w/ FEMA for disaster assistance at http://t.co/VN89PKJ9ai or call 1-800-621-FEMA. Please RT","coflood"
"84","6/7/13",21:41:47,"SenBennetCO","Congrats to #LouisvilleCO-based Sierra Nevada Corp. Space Systems for its successful motor-stand test! #coaerospace http://t.co/kIjq0xOpg5","LouisvilleCO coaerospace"
"85","4/22/13",20:41:12,"SenBennetCO","Happy #EarthDay! All this week, national parks are free to enter. Get out there and explore our beautiful planet. http://t.co/xuAAfI5BuT","EarthDay"
"86","12/14/12",20:42:37,"SenBennetCO","This is a parent’s worst nightmare. Colorado is here for Connecticut as they work together to heal. Full statement: http://t.co/QlZjF82V",NA
"87","7/20/12",16:20:20,"SenBennetCO","Bonfils Blood Center needs donations, especially O-, A- and platelets. Appointments required @ http://t.co/kc3I0vlK #theatershooting","theatershooting"
"88","7/20/12",15:00:50,"SenBennetCO","My family and I are shocked and saddened this morning. Our hearts are with the victims and their families. Statement: http://t.co/K2Jj67d1",NA
"89","10/13/11",21:25:20,"SenBennetCO","Sen Klobuchar, @SenatorBurr and I introduced bill to spur #innovation/cut red tape on companies creating medical devices & #jobs","innovation jobs"
"90","10/13/11",20:21:24,"SenBennetCO","Congrats to Mapleton Superintendent Charlotte Ciancio, named CO Superintendent of the year http://t.co/7Mqboaww",NA
"91","10/12/11",18:53:27,"SenBennetCO","Great to have Hamilton Middle School from @DPSNewsNow at today’s #COCoffee. Great questions on #EdReform http://t.co/iRVLCNKO","COCoffee EdReform"
"92","10/12/11",15:40:54,"SenBennetCO","Had a great meeting this morning with @CSChamberVoice.  We talked about how we can grow #jobs in CO","jobs"
"93","9/7/11",22:46:39,"SenBennetCO","Got ideas on how to make new #FarmBill better? Let’s hear ‘em, Colorado. http://t.co/D8gk36x","FarmBill"
"94","9/7/11",21:21:33,"SenBennetCO","Visited National Hazards Awareness Event. Great to see Colorado research helping us predict severe weather, save lives http://t.co/AmGgB7V",NA
"95","9/7/11",21:13:55,"SenBennetCO","@autismspeaks Glad we passed CARA out of committee. Still have work to do. Thank you for your advocacy.",NA
"96","5/24/14",16:53:11,"MarkUdall",".@MarkUdall co-chairs Vets Breakfast &amp; Success Fair to ensure #CO #vets have tools to succeed after service. —STAFF http://t.co/y40u05aC9w","CO vets"
"97","5/23/14",21:08:05,"MarkUdall","Proud to have championed key #NDAA provisions to strengthen #CO's role in nat'l security &amp; ensure wildfire readiness: http://t.co/AjY9zQ4LPs","NDAA CO"
"98","5/23/14",20:16:38,"MarkUdall","Fantastic news: @Walmart has hired &gt; 1K #CO #veterans this year — showing how our #vets are an asset for all #CObiz.","CO veterans vets CObiz"
"99","5/23/14",19:23:09,"MarkUdall","Strap on your shoes, #Loveland: Fairgrounds &amp; more opening thx to #COflood recovery efforts I've championed: http://t.co/O9qYoS548H","Loveland COflood"
"100","5/23/14",18:48:59,"MarkUdall",".@SummitDailyNews highlights my successful efforts to bolster firefighting tanker fleet, protect #CO from mega-fires: http://t.co/C7R6aKRXly","CO"
"101","5/23/14",18:19:23,"MarkUdall","Reopening of @RMNPOfficial Trail Ridge Road a testament to how far we've come since #COflood &amp; partisan government shutdown. #EstesPark","COflood EstesPark"
"102","4/4/14",19:59:26,"MarkUdall","Good luck @Rockies in #OpeningDay game at #CoorsField. Looking forward to a great season. #GoRockies #COpride","OpeningDay CoorsField GoRockies COpride"
"103","4/4/14",15:10:43,"MarkUdall",".@NPR highlights how @MarkUdall=""front &amp; center"" in effort to declassify study of #CIA detention &amp; interrogation prgm:http://t.co/NLCsbDzr6s","CIA"
"104","4/3/14",19:04:56,"MarkUdall","I will keep working to ensure @WhiteHouse &amp; #CIA do not stymie efforts to declassify this study. RT to join me in this critical fight.","CIA"
"105","4/3/14",19:04:25,"MarkUdall","Today's vote on study of #CIA's detention &amp; interrogation prgm = historic moment for accountability &amp; transparency: http://t.co/gSrZxJ5pSd","CIA"
"106","4/3/14",18:19:50,"MarkUdall","#CO &amp; I demanded Congress extend job-creating #bipartisan wind #PTC. Today @SenateFinance listened. Now Senate must extend PTC ASAP.","CO bipartisan PTC"
"107","4/3/14",17:44:38,"MarkUdall","Combatting #sexualviolence is a community effort. RT to join me in raising your voice &amp; standing w/ survivors. #SAAM http://t.co/heEgdVT7lT","sexualviolence SAAM"
"108","4/3/14",17:33:00,"MarkUdall","April is Sexual Assault Awareness Month. Let’s redouble our efforts to end #sexualviolence &amp; support survivors. #SAAM","sexualviolence SAAM"
"109","4/3/14",16:59:53,"MarkUdall","Grateful for work of dedicated educators like #CO Assistant Principal of the Year Tom Andrew of Timberview MS. http://t.co/YMheGPdQYH","CO"
"110","4/3/14",16:31:51,"MarkUdall","It’s a true honor to meet #CO's incredible Olympians &amp; Paralympians. Enjoyed cheering them on during #Sochi2014. http://t.co/as325aqwCv","CO Sochi2014"
"111","2/21/14",20:41:30,"MarkUdall","Very proud of @MikaelaShiffrin of #EagleVail for bringing #gold home to #CO in women’s slalom. Go #TeamUSA! http://t.co/1VWfDLr8oi","EagleVail gold CO TeamUSA"
"112","2/21/14",18:52:19,"MarkUdall","Proud @USDOT heeded my call &amp; concerns of #CO communities to strengthen safety of trains hauling explosive fuels:http://t.co/fZNHQsyItM","CO"
"113","2/21/14",17:13:23,"MarkUdall","Retailers like @Gap show investing in workers = good for families &amp; #CO quality of life &amp; makes good business sense: http://t.co/VOn4maeqEn","CO"
"114","2/21/14",16:32:28,"MarkUdall","Glad #CObiz leader Selena Dunham &amp; East HS junior Lauren Shobe were honored for their service this Black Hist Month: http://t.co/bnqHGPLRBn","CObiz"
"115","2/20/14",20:25:09,"MarkUdall",".@TFletchernordic Already looking forward to 2018 &amp; seeing more champions from #Steamboat – aka Ski Town USA – and all of #CO.","Steamboat CO"
"116","2/20/14",19:49:32,"MarkUdall","Last race of inspiring career by #Steamboat's Todd Lodwick. 6x Olympian &amp; #TeamUSA flag bearer, CO couldnt be prouder:http://t.co/IGH6JCV8RP","Steamboat TeamUSA"
"117","2/20/14",19:42:02,"MarkUdall","#CO shined in today's #Nordic combined ski race. Congrats to @SkiFletch, @TFletchernordic, Todd Lodwick &amp; team on a moving run. #Sochi2014","CO Nordic Sochi2014"
"118","2/20/14",17:43:09,"MarkUdall","But I'm far from finished: I will keep fighting alongside @RepPerlmutter @JaredPolis &amp; delegation to secure aid for all #RockyFlats workers.","RockyFlats"
"119","2/20/14",17:37:53,"MarkUdall","Proud my years of work to cut red tape &amp; secure care for #RockyFlats patriots, heroes of #ColdWar, is paying off: http://t.co/dORxVEG548","RockyFlats ColdWar"
"120","9/17/13",20:21:27,"MarkUdall","I urge all directly affected by #COflood to check in via @RedCross's http://t.co/359OSU6sCc website or 970-498-5500.","COflood"
"121","9/17/13",19:14:11,"MarkUdall","ICYMI: @MarkUdall addressed nation on #COflood &amp; called for federal recovery assistance http://t.co/ASD6ezfhKq –STAFF #COpolitics","COflood COpolitics"
"122","9/17/13",18:05:43,"MarkUdall","On my way to Senate floor to discuss the #COflood &amp; the strength and heroism #CO has shown this past week. WATCH: http://t.co/eWsB1SCBWc","COflood CO"
"123","9/17/13",16:30:59,"MarkUdall","Victims Assistance Center open today at Twin Peaks Mall in #Longmont. #COflood victims can sign up for @FEMA &amp; meet w/ insurance reps.","Longmont COflood"
"124","9/16/13",22:34:33,"MarkUdall","Gratified @HUDgov has expedited disaster aid to #COflood victims. RT to spread the word of this housing assistance: http://t.co/nkuj93VGRU","COflood"
"125","9/16/13",21:43:00,"MarkUdall","Proud fed gov't = heeding my calls for aid. Now #IRS will give #COflood victims extra time to file 2013 tax returns: http://t.co/ZEcRUXLR4e","IRS COflood"
"126","9/16/13",20:26:02,"MarkUdall","If your #CObiz is affected by the #COflood register your claim w/ the Small Business Admin at 1-800-659-2955 or go to http://t.co/TLhDDLrpvc","CObiz COflood"
"127","9/16/13",19:43:52,"MarkUdall","For assistance w/ #COflood recovery, call &amp; register your claim now w/ @FEMA at 1-800-620-3362 or visit http://t.co/mT5w6sHUzC","COflood"
"128","9/16/13",18:21:20,"MarkUdall","We will rebuild, but in meantime I will do all I can to keep federal government engaged on #COflood. #CO cannot wait for emergency aid.","COflood CO"
"129","9/16/13",17:51:43,"MarkUdall","Just wrapped up informative @FEMA briefing on progress made on #COflood rescue efforts &amp; start of #CO recovery work. http://t.co/CVs9SCuVqx","COflood CO"
"130","9/16/13",16:59:45,"MarkUdall","About to receive a @FEMA &amp; @COemergency briefing on progress made rescuing families from #COflood &amp; recovery efforts.","COflood"
"131","7/27/13",21:46:37,"MarkUdall","Just wrapped up a forum with @AARP &amp; seniors in #COSprings. Good to hear issues that matter to the community. http://t.co/hsDCFGetLI","COSprings"
"132","7/27/13",18:00:27,"MarkUdall","TUNE IN: Sunday morning I’ll be on @FaceTheNation w/ @bobschieffer to discuss the #NSA &amp; my fight for #privacy rights. #COpolitics","NSA privacy COpolitics"
"133","7/27/13",16:55:17,"MarkUdall","Happy to be at @NatlParkService’s Florissant Fossil Beds National Monument w/ military youth. http://t.co/W7Otq0KEfs",NA
"134","7/27/13",00:02:25,"MarkUdall","Proud of fmr Ft Carson soldier Ty Carter who will receive the Medal of Honor for acts of valor above &amp; beyond the call of duty. #Army","Army"
"135","7/26/13",20:41:45,"MarkUdall","At @AP_Construction, touring their #solar thermal system. Great example of #COenergy leading the future. http://t.co/xgqg2nD3JZ","solar COenergy"
"136","7/26/13",20:01:58,"MarkUdall","Proud to spend time @ #CO Freedom Memorial. We must #NeverForget Coloradans who made the ultimate sacrifice. http://t.co/uC43fq5zap","CO NeverForget"
"137","7/26/13",19:04:54,"MarkUdall","Glad @WhiteHouse has signed #RoyalGorgeFire disaster declaration. Federal aid will speed recovery &amp; keep scenic area a draw for tourists.","RoyalGorgeFire"
"138","7/26/13",17:51:47,"MarkUdall","Proud @ViewpointsTB has named @RockyFordCO — home to #CO's tastiest melons — one of Best Places to Raise a Family: http://t.co/aNVLWHi6Jz","CO"
"139","6/8/13",21:08:29,"MarkUdall","Proud to honor #Vietnam #vet Thomas P. Doody &amp; give his long-overdue Presidential Unit Citation to his brother, Jim. http://t.co/9aHlj1TLM6","Vietnam vet"
"140","6/8/13",20:32:58,"MarkUdall","Committee will develop the draft bill to address local concerns &amp; give #MesaCounty perspective on what a park would entail.","MesaCounty"
"141","6/8/13",20:31:25,"MarkUdall","Proud to join @RepTipton &amp; announce exec cmte to develop a draft bill to redesignate #CO Nat’l Monument a park. http://t.co/KX0UQUT1ZJ","CO"
"142","6/8/13",17:46:47,"MarkUdall","Had a good talk w/ #GJ Housing Authority to hear about their new workforce housing project &amp; challenges they face. http://t.co/NRWLTcL4jw","GJ"
"143","6/8/13",16:39:55,"MarkUdall","Great to see #GJ’s West Star Aviation &amp; learn how it’s creating #COjobs &amp; growing the Grand Valley’s economy. http://t.co/UuuEzVCxoU","GJ COjobs"
"144","6/7/13",01:20:27,"MarkUdall","Great story from @DenverPost on @MarkUdall's fight for #oversight &amp; #transparency re:gov #surveillance: http://t.co/uwwmcm1dbq -STAFF","oversight transparency surveillance"
"145","4/22/13",22:15:50,"MarkUdall","We also need more info on Tsarnaev’s radicalization &amp; U.S.-Russian cooperation: http://t.co/a9EtFiixSq",NA
"146","4/22/13",22:15:14,"MarkUdall","Glad @TheJusticeDept will try Tsarnaev in fed court. We have powerful record of convicting terrorists in fed courts; justice will be served.",NA
"147","4/22/13",21:37:47,"MarkUdall","REMINDER: tweet &amp; follow #REpolicy for our Q&amp;A TOMORROW at 10 am MT w/ @ACORE @EnergyFactCheck. #COEnergy","REpolicy COEnergy"
"148","4/22/13",20:38:13,"MarkUdall","Int’l teamwork is critical to stopping #terrorism. Glad #Canada averted an attack on a #Toronto-NYC rail line: http://t.co/kVzXA9KoSx","terrorism Canada Toronto"
"149","4/22/13",17:53:47,"MarkUdall","Happy #EarthDay! Let’s be mindful of our role as stewards of the earth. RT if you’re proud to live in #CO. http://t.co/GG4y1x9JGJ","EarthDay CO"
"150","4/22/13",15:05:15,"MarkUdall","Hosted a taskforce today in #Aurora on #PTSD w/ @RepMikeCoffman to improve mental health programs for #CO #veterans. http://t.co/fC4rIN7yoF","Aurora PTSD CO veterans"
"151","4/21/13",18:40:57,"MarkUdall","My thoughts go out to family &amp; friends of those killed in yesterday's #Loveland #avalanche.","Loveland avalanche"
"152","3/14/13",17:57:05,"MarkUdall","Congrats to Sara Volz on winning @intelisef event w/ her #biofuel project. Glad to have recently met her: http://t.co/5hMfc1PMaj #COSprings","biofuel COSprings"
"153","3/14/13",15:26:35,"MarkUdall","G/L to #COSprings Civil Air Patrol Cadet Squadron competing in @CyberPatriot #CP5Finals. Future cyber warriors!","COSprings CP5Finals"
"154","3/14/13",14:46:27,"MarkUdall","Monday is the last day to apply for the @COCapConf, which I'm hosting w/ @ColoradoMesaU &amp; @CUbuffs. Apply online: http://t.co/jhvMWPgeRy",NA
"155","3/13/13",23:23:08,"MarkUdall","Happy to meet with #COSprings students at the #Senate Youth Program reception! Thanks for your hard work. http://t.co/TfQYkJcn2t","COSprings Senate"
"156","3/13/13",19:36:08,"MarkUdall","I agree w/ @JohnPodesta on #drones: We deserve more info on targeted killings. Proud to lead fight on Sen Intel Cmte: http://t.co/jtMbJjziOv","drones"
"157","3/13/13",19:25:56,"MarkUdall","Good meeting with Sally Jewell, nominee to be Secretary of the @Interior. Great to chat about #CO public lands. http://t.co/XRuSko4dSK","CO"
"158","3/13/13",16:44:10,"MarkUdall","Thanks to Dr. Ernest Moniz, nominee to be Secretary of @Energy, for meeting with me today. http://t.co/jdazzbGOeM",NA
"159","12/14/12",18:06:45,"MarkUdall","My thoughts &amp; prayers go out to the victims &amp; families of #Newtown #CT school shooting.","Newtown CT"
"160","12/14/12",17:46:38,"MarkUdall","Good mtg w/ Kelly Brough &amp; @DenChamber about what #fiscalcliff means for #CO biz. Fair budget deal is my top priority http://t.co/t1tQLIvB","fiscalcliff CO"
"161","12/14/12",16:27:58,"MarkUdall","Vets should be top priority for all of us. RT if you agree the best way to show vets our gratitude is to help them find good-paying #jobs.","jobs"
"162","12/14/12",16:25:44,"MarkUdall","Congrats to @CUDenver for helping #veterans transition to the business world: http://t.co/zKT3ueCD","veterans"
"163","9/28/12",22:30:03,"MarkUdall","This Saturday! MT: @USDA: @ForestService Waives Entrance Fees on Nat'l #PublicLandsDay http://t.co/qDQwuQX5  #LetsMove","PublicLandsDay LetsMove"
